database_name,database_url,database_information
Patent Lens,https://www.lens.org/lens/new-search?type=PATENT,Search and display results of nearly 95% of the world’s patent information.
Patent Public Search (USPTO),https://ppubs.uspto.gov/pubwebapp/static/pages/landing.html,Search for U.S. patents issued since 1790 or published U.S. patent applications since 2001.
Patentscope,https://patentscope.wipo.int/search/en/search.jsf,Search 73 million patent documents including 3.5 million published international patent applications.
Percipio,https://clemson.percipio.com/,"Percipio offers access to professional development resources for faculty, staff and students. The system includes pre-programmed Learning Paths (Aspire Journeys), Certification Paths, and an extensive and comprehensive Learning Library with online Books, Audio and Video courses."
"Perdita Manuscripts, 1500-1700",http://libproxy.clemson.edu/login?url=https://www.perditamanuscripts.amdigital.co.uk/,Discover manuscripts written or compiled by women in the British Isles during the sixteenth and seventeenth centuries. The project seeks to rediscover early modern women authors who were “lost” because their writing exists only in manuscript form.
Periodicals Archive Online,http://libproxy.clemson.edu/login?url=https://search.proquest.com/pao?accountid=6167,"providing access to the searchable full text of hundreds of scholarly periodicals in the arts, humanities and social sciences"
Perry's Chemical Engineers' Handbook,http://libproxy.clemson.edu/login?url=http://www.netlibrary.com/urlapi.asp?action=summary&v=1&bookid=219494,"8th edition
Limit: 2 simultaneous users"
Perseus Digital Library,http://www.perseus.tufts.edu/hopper/collections,"collections of ancient texts and translations, secondary sources, maps, and images"
Philadelphia Tribune (1912-2001),http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnpphiladelphiatribune,search the full text of ProQuest historical editions of the Philadelphia Tribune newspaper
Philosopher's Index,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=pif","more than 600,000 journal articles and book citations; 1940-present"
PhilPapers: Philosophical Research Online,http://libproxy.clemson.edu/login?url=http://philpapers.org,"comprehensive index of philosophy books and articles with unique features such as alerts, reading lists, discussion forum, and real-time indexing of pre-prints"
PhilSci Archive,http://philsci-archive.pitt.edu/,preprints in the philosophy of science
Physical Education Index,http://libproxy.clemson.edu/login?url=https://search.proquest.com/physicaleducationshell?accountid=6167,"physical education, fitness, health, and sports medicine; 1970-present"
Pittsburgh Courier (1911-2002),http://libproxy.clemson.edu/login?url=https://search.proquest.com/hnppittsburghcourier?accountid=6167,search the full text of historical editions of the Pittsburgh Courier newspaper
Play Index,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=pix","citations to approx. 34,000 plays by contemporary playwrights from 1949-present and 600+ monologues"
PLOS (Public Library of Science),http://www.plos.org/,"nonprofit organization with a mission ""to accelerate progress in science and medicine by leading a transformation in research communication"""
Points of View Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=pov",controversial essays that present multiple sides of current social issues. Access provided via Discus
PolicyMap,http://libproxy.clemson.edu/login?url=https://clemson.policymap.com,"easy-to-use online mapping with data on demographics, real estate, health, economics, and more in communities across the U.S."
Political Philosophy: Machiavelli to Mill,http://libproxy.clemson.edu/login?url=http://pm.nlx.com/xtf/view?docId=political/political.xml,"search the complete text of selected works by Machiavelli, Hobbes, Locke, Hume, Rousseau, Hamilton, Madison, Jay, Burke, Paine, Bentham, and Mill"
Political Science Complete,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=poh","full-text journals, reference books and monographs, and conference papers and abstracts for 2,900+ other titles; includes International Political Science Association publications"
Pollution Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/pollution?accountid=6167,scientific research and government policy information; 1981-present
Polymer Library,http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.asp?profile=ehost&defaultdb=ply,"plastics, rubber, adhesives, and polymeric composites; 1972-present"
"Popular Culture in Britain and America, 1950-1975",http://libproxy.clemson.edu/login?url=https://www.rockandroll.amdigital.co.uk/,"Popular Culture explores the dynamic period of social, political and cultural change between 1950 and 1975. Included are manuscripts and rare printed materials as well as photographs, ephemera and memorabilia."
"Popular Medicine in America, 1800-1900",http://libproxy.clemson.edu/login?url=https://www.popularmedicine.amdigital.co.uk/,"Explore the medicine chests and bookshelves of the everyday nineteenth-century American through a colourful array of advertisements, popular texts and much more."
"Post & Courier (Charleston, S.C.)",http://libproxy.clemson.edu/login?url=https://infoweb.newsbank.com/apps/news/browse-multi?p=AWNB&t=favorite%3ACPCWECPC!Post+and+Courier+Collection+with+Digital+Archive,"Search more than 25 years of South Carolina history with the Post & Courier Collection. Coverage from 1994 through today, including full-text, web-only content and full-color image edition."
Power Search (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?prodId=GPS&userGroupName=clemsonu_main,The Gale Power Search allows a vast array of Gale content on multiple platforms to be simultaneously cross-searched to help reduce the time and effort allocated for research activities.
"Price Control in the Courts: The U.S. Emergency Court of Appeals, 1941-1961",http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=3TQC&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,"In the Emergency Price Control Act of 1942, Congress established a comprehensive system of administrative controls over prices, as a means of checking the inflation that accompanied America’s entry into World War II. This collection documents activities and events connected to the Act."
Primal Pictures (Anatomy.TV),http://libproxy.clemson.edu/login?url=https://www.anatomy.tv,"Explore highly detailed 3D visualizations of anatomical areas of the body, including the head, spine, abdomen, knee, and much more in this impressive anatomy resource."
Professional Development Collection,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=tfh",specialized education journals and reports intended for professional educators. Access provided via Discus
Project MUSE,http://libproxy.clemson.edu/login?url=https://muse.jhu.edu/search,full-text access to more than 300 scholarly journals
Proquest (All Databases),http://libproxy.clemson.edu/login?url=https://search.proquest.com/?accountid=6167,"Search 29 databases containing scholarly journals, videos & audio, dissertations & theses, magazines and more"
PsycARTICLES,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=pdh",full-text articles from major psychology journals; 1987-present
Psych Web,http://www.psychwww.com/,psychology-related information for students and teachers of psychology
Psychology & Behavioral Sciences Collection,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=pbh",full-text articles; 1965-present
PsycINFO,http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.asp?profile=ehost&defaultdb=psyh,more than 3 million records on peer-reviewed literature; 1872-present
PsycTESTS,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=pst","access to 5,000 psychological tests, measures, scales, and other assessments plus descriptive and administrative information"
PubChem,https://pubchem.ncbi.nlm.nih.gov/,"open chemistry database launched in 2004 that collects information on chemical structures, identifiers, chemical and physical properties, biological activities, patents, health, safety, toxicity data, and many others"
Public Health Genomics Databases,http://www.cdc.gov/genomics/resources/d.htm#Databases,curated list provided by CDC
PubMed (with Clemson links),https://www.ncbi.nlm.nih.gov/sites/entrez?otool=scculib,"human and veterinary medicine and healthcare information, including Medline; mid-1960s-present"
Punch Historical Archive/1841-1992,http://libproxy.clemson.edu/login?url=http://infotrac.galegroup.com/itweb/clemsonu_main?db=PNCH,digital archive of the British Magazine; 1841-1992
R2 Digital Library,http://libproxy.clemson.edu/login?url=http://www.r2library.com/,"medical, nursing, and allied health source ebook content searchable to chapter and section level"
Race Relations in America,http://libproxy.clemson.edu/login?url=https://www.racerelations.amdigital.co.uk/,"supports the investigation of problem areas in race relations and develops methods for educating communities and preventing conflict with the inclusion of essays, images, and related content."
Readers' Guide Full Text Mega,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rgm",index to general-interest periodical articles published in the U.S. since 1983; full text from 1994-present
Readers' Guide Retrospective,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rgr","index to general-interest periodical articles published in the U.S.; 1890-1982
Limit: 2 simultaneous users"
Readex AllSearch: Your Gateway to Primary Sources,http://libproxy.clemson.edu/login?url=https://infoweb.newsbank.com/apps/readex/?p=ARDX,"Search across multiple Readex databases of historical newspapers, books, pamphlets, periodicals, government documents, and more. Collections include American Pamphlets, America's Historical Newspapers, World Newspaper Archive, and more."
Reconstruction of Southern States (Pamphlets),http://libproxy.clemson.edu/login?url=http://www.accessible-archives.com/collections/reconstruction-of-southern-states/,"open-access collection provides pamphlets that document one of the most politically-contentious and violent periods in American History; 1865-1869, 1877; part of Accessible Archives"
"Reconstruction, Jim Crow, and the Enforcement of Federal Law in the South, 1871-1884",http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=8SSN&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w,"This collection documents the efforts of district attorneys from southern states to uphold federal laws in the states that fought in the Confederacy or were Border States. It includes correspondence of the attorney general, marshals, judges, convicts, and concerned or aggrieved citizens."
Reference USA Business Database (Now Data Axle Reference Solutions),http://libproxy.clemson.edu/login?url=http://www.referenceusa.com,"This resource is now called Data Axle Reference Solutions.
This is a directory of more than 12 million U.S. businesses."
RefWorks,https://clemson.libguides.com/newrefworks,"create bibliographies easily from your own personal database of citations by importing references from databases or text files
Access made possible with funding from the William J. Latimer Endowment"
Regional Business News,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=bwh","business journals, newspapers, and newswires covering all metropolitan and rural areas within the U.S.; dates vary by publication"
Religion & Philosophy Collection,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rlh",full-text journal and magazine articles; 1911-present. Access provided via Discus
Religion Database (ATLA),"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rfh",all aspects of religion for all cultures and time periods; 1949-present
Reporting On The Coal Industry: The Coal Trade Bulletin/1901-1918,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=6MMC&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w%20b37635815,"this publication ""devoted to the coal industry"" provides a unique research opportunity. The coal industry was a major foundation for American industrialization. As a fuel source, coal provided a cheap and efficient source of power for steam engines, furnaces, and forges across America; 1901-1918"
Risk Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/riskabstracts?accountid=6167,"industrial, technological, environmental, and other risk sources with an emphasis on risk assessment and management; 1990-present"
"Romanticism: Life, Literature and Landscape",http://libproxy.clemson.edu/login?url=https://www.romanticism.amdigital.co.uk/,"Discover the working methods of Romantic poets and trace the evolution of celebrated verse in this powerful digital resource. Presenting the manuscript collections of the Wordsworth Trust, this digital collection offers unique access to the working notebooks, verse manuscripts and correspondence of William Wordsworth and his fellow writers, including Dorothy Wordsworth, Samuel Taylor Coleridge, Thomas De Quincey and Robert Southey."
Roper iPoll,http://libproxy.clemson.edu/login?url=https://ropercenter.cornell.edu/ipoll,"Provided by the Roper Center for Public Opinion Research at Cornell University, Roper iPoll is the largest collection of public opinion poll data with results from 1935 to the present. Roper iPoll contains nearly 800,000 questions and over 23,000 datasets from both U.S. and international polling firms. Surveys cover any number of topics including, social issues, politics, pop culture, international affairs, science, the environment, and much more. When available, results charts, demographic crosstabs and full datasets are provided for immediate download."
Rosetta Stone,"http://libproxy.clemson.edu/login?url=https://search.ebscohost.com/login.aspx?authtype=ip,uid&custid=s8500948&site=rosetstone&return=y&groupid=main","core lessons to build reading, writing, speaking and listening skills in 30 languages; select ""Rosetta Stone Library Solution"" and create/sign into your free account.
Visit Online Learning from the Foreign Languages guide for more information."
Routledge Encyclopedia of Philosophy,http://libproxy.clemson.edu/login?url=https://www.rep.routledge.com/,"includes Anglo-American, ethical and political, cross-cultural, interdisciplinary, continental, and contemporary philosophy
Limit: 1 user at a time"
SAE Mobilus,http://libproxy.clemson.edu/login?url=https://saemobilus.sae.org/search/,standards and technical papers from the Society of Automotive Engineers (SAE); 1998-present
Safari Books Online (now O’Reilly for Higher Education),http://libproxy.clemson.edu/login?url=https://www.safaribooksonline.com/library/view/temporary-access/,"over 45,000 technology, science, digital media and business books and videos online.
All patrons must create an account, via username/password. Patrons must use their CU email address ( “…@clemson.edu” OR “…@g.clemson.edu“) as the username."
Sage Business Cases,http://libproxy.clemson.edu/login?url=https://sk.sagepub.com/cases,"Sage Business Cases - Includes over 3,000 case studies from over 100 countries across the business and management spectrum, including accounting, marketing, finance, economics, operations management, entrepreneurship, leadership, international business, human resource management and many more."
Sage Research Methods,http://libproxy.clemson.edu/login?url=http://methods.sagepub.com/,"Full text from SAGE's books, dictionaries, encyclopedias, handbooks, and selected journal articles and videos plus case studies and data sets. Can be used to help design research projects and learn about specific qualitative and quantitative methods."
"Sanborn Maps, 1876-1970",http://libproxy.clemson.edu/login?url=http://sanborn.umi.com,maps that chart the growth and development of South Carolina towns and cities; previously listed as Digital Sanborn Maps
Savings and Loan Crisis: Loss Of Public Trust and The Federal Bailout/1989-1993,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=3RBE&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w%20b37635827,"This publication consists of studies, analyses, testimony, talking points and news clippings which detail the origins of the S&L crisis and outlined solutions to the growing crisis in the late 1980s and early 1990s. In essence, this publication provides an analysis of the causes and political perspectives on the Savings and Loan Crisis; 1989-1993 (there is a small amount of material from 1981-1988)"
SciELO Citation Index,http://libproxy.clemson.edu/login?url=https://webofknowledge.com/SCIELO,"search open-access science and humanities journals from Latin America, Portugal, Spain, and South Africa; 1997-present"
Science Citation Index,http://libproxy.clemson.edu/login?url=https://webofknowledge.com/?DestApp=WOS&editions=SCI,science and technology; 1965-present
Science Gateway,http://sciencegateway.org/,a directory of links to biomedical science and research journals
Science Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=sch",full-text reference books and periodicals covering a variety of topics in biological and environmental sciences. Access provided via Discus
Science.gov,https://www.science.gov/,"U.S. government science information, research, and development results from federal databases and websites"
ScienceDirect,http://libproxy.clemson.edu/login?url=https://www.sciencedirect.com/,"approx. 2,500 scholarly journals and 300 eBooks"
SciFinder-n,http://libproxy.clemson.edu/login?url=https://scifinder-n.cas.org,"The newest version of SciFinder! Produced by Chemical Abstracts Service (CAS), SciFinder-n is the most comprehensive discovery tool of chemical information, searchable by topic, author, substances (by name or CAS Registry Number), chemical structures, and reactions.
NOTE: If you’re completely new to searching SciFinder at Clemson, you’ll first need to create an account; for the registration link and more information, go to http://clemson.libguides.com/SciFinder."
Scitation,http://libproxy.clemson.edu/login?url=http://scitation.aip.org/,American Institute of Physics publications; 1957-present
Scite,http://libproxy.clemson.edu/login?url=https://scite.ai/,Scite is an award-winning platform for discovering and evaluating scientific articles via Smart Citations. Smart Citations allow users to see how a publication has been cited by providing the context of the citation and a classification describing whether it provides supporting or contrasting evidence for the cited claim.
SciTech Premium Collection,http://libproxy.clemson.edu/login?url=https://search.proquest.com/scitechpremium/index?accountid=6167,"full text of international scholarly journals, trade and industry journals, magazines, technical reports, conference proceedings, and more; includes Natural Science Collection and Technology Collection; covers 1946-present"
Scopus,http://libproxy.clemson.edu/login?url=http://www.scopus.com,"Scopus is the largest abstract and citation database of peer-reviewed literature including scientific journals, books, and conference proceedings. Scopus provides a comprehensive overview of worldwide research output in the fields of science, technology, medicine, social sciences, and arts and humanities. Scopus features smart tools to track, analyze and visualize research. Use the “Create account” option to manage your search results."
Searchable Ornithological Research Archive (SORA),https://sora.unm.edu/,full-text access to major ornithological journals; dates vary by journal
Shakespeare in Performance,http://libproxy.clemson.edu/login?url=https://www.shakespeareinperformance.amdigital.co.uk/,"Shakespeare in Performance showcases rare and unique prompt books from the world-famous Folger Shakespeare Library. These prompt books tell the story of Shakespeare’s plays as they were performed in theatres throughout Great Britain, the United States and internationally, between the seventeenth and twentieth centuries."
Shoah Foundation Visual History Archive (See USC Shoah Foundation Visual History Archive),http://libproxy.clemson.edu/login?url=https://vha.usc.edu/login,"The USC Shoah Foundation's Visual History Archive allows users to search through and view more than 55,000 video testimonies of survivors and witnesses of genocide. (Users will need to create a free account to access the information)"
Short Story Index,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ssx","index of more than 145,000 stories with full text for approx. 5,000; 1984-present"
Slavery and Anti-Slavery: A Transnational Archive,http://libproxy.clemson.edu/login?url=http://find.gale.com/sas/start.do?prodId=SAS&userGroupName=clemsonu_main,"information and rare documents organized in four parts: ""Debates over Slavery and Abolition"", ""Slave Trade in the Atlantic World"", ""The Institution of Slavery"", and ""The Age of Emancipation"""
"Slavery in America and the World: History, Culture & Law",http://libproxy.clemson.edu/login?url=http://heinonline.org/HOL/Index?collection=slavery,"colonial and modern statutes, state and federal cases, Congressional debates, and law review articles related to slavery"
"Slavery, Abolition, and Social Justice, 1490-2007",http://libproxy.clemson.edu/login?url=http://www.slavery.amdigital.co.uk/,"bringing together primary source documents from archives and libraries across the Atlantic world, this resource allows students and researchers to explore and compare unique material relating to the complex subjects of slavery, abolition and social justice."
Small Business Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=sbrc","information, help, advice, and how-tos with business interviews and state-specific resources. Access provided via Discus"
Smithsonian Physical Tables,http://libproxy.clemson.edu/login?url=http://www.knovel.com/knovel2/Toc.jsp?SpaceID=10093&BookID=736,common physical and chemical data; 9th rev. ed.
Social Explorer,http://libproxy.clemson.edu/login?url=http://www.socialexplorer.com/pub/home/home.aspx,"current and historical census and demographic data
Limit: 1 user at a time"
Social Sciences Citation Index,http://libproxy.clemson.edu/login?url=https://webofknowledge.com/?DestApp=WOS&editions=SSCI,1965-present
Social Sciences Full Text,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=ssf","articles on sociology, political science, psychology, anthropology, and related areas; 1972-present"
Sociological Index with Full Text (SIFT),"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=sih",sociology and related fields; 1895-present
Sociometrics,http://libproxy.clemson.edu/login?url=https://www.socio.com/products/data,downloadable data sets for social science and health; formerly Social Science Electronic Data Library
SocioWeb,http://www.socioweb.com/,guide to sociology and sociological research
Something About the Author (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=SATA&u=clemsonu_main,illustrated biographical profiles of children's authors and artists
South Carolina Inventors: 1796-1896,http://biblio.clemson.edu/sci/,"search patents by inventor, invention, residence, and date"
SPIE Digital Library,http://libproxy.clemson.edu/login?url=https://www.spiedigitallibrary.org,access the world's largest collection of optics and photonics applied research; 1962-present
SPORTDiscus,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=sph","sports, physical fitness, and recreation; 1830-present
Limit: 4 simultaneous users"
Springer eReference Works,http://libproxy.clemson.edu/login?url=https://link.springer.com/search?facet-content-type=%22ReferenceWork%22&from=SL&showAll=false,"chemistry, physics, computer science, mathematics, engineering, and geology reference"
SpringerLink,http://libproxy.clemson.edu/login?url=https://link.springer.com,Full-text access to multidisciplinary e-journals and eBooks published by Springer.
SpringerMaterials,http://libproxy.clemson.edu/login?url=http://materials.springer.com,"Includes critically-assessed numerical data in physics, physical chemistry, biophysics, geophysics, astronomy, materials science, and technology from 1883 to present."
"State Papers Online Part 2: The Tudors, 1509-1603",http://libproxy.clemson.edu/login?url=http://go.gale.com/mss/start.do?p=SPOL&u=clemsonu_main&authCount=1,"original historical materials across the widest range of government concern, from high level international politics and diplomacy to the charges against a steward for poisoning a dozen or more people. The correspondence, reports, memoranda, and parliamentary drafts from ambassadors, civil servants and provincial administrators present a full picture of Tudor and Stuart Britain."
"State, The (Columbia, S.C.) (Previously The State)",http://libproxy.clemson.edu/login?url=https://infoweb.newsbank.com/apps/news/browse-multi?p=AWNB&t=favorite%3ASBSCSVSC!The+State+Collection+with+Digital+Archive,"Search more than 30 years of South Carolina history with The State Collection. Coverage from 1987 through today, including full-text, web-only content and full-color image edition."
"State, The (Columbia, SC) (Previously The State Newspaper)",https://www.thestate.com/,Provides full-text articles from The State newspaper
Statista,http://libproxy.clemson.edu/login?url=https://www.statista.com,"Statista consolidates statistical data on over 80,000 topics from more than 22,500 sources. Users can analyze market research, obtain customized infographics, explore trends in consumer behavior, and search for an array of related content."
Sustainability Science Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/ssamodule?accountid=6167,includes the maintenance of species and genetic diversity and protection of the habitat/ecosystem; 2003-present
TAIR - The Arabidopsis Information Resource,http://libproxy.clemson.edu/login?url=http://www.arabidopsis.org,genetic and molecular biology data for the model higher plant Arabidopsis thaliana
TAPPI Standards,http://libproxy.clemson.edu/login?url=http://tappi.micronexx.com/testmethods.html?001968+Clemson%20University,search test methods and other documents by subject or document number
TAPPI TIPs and UMs,http://libproxy.clemson.edu/login?url=http://tappi.micronexx.com/tips.html?001968+Clemson%20University,"current Technical Information Papers and Useful Methods used in the manufacture, evaluation, and description of pulp, paper, and related products"
Tax and Accounting Center (Bloomberg BNA),https://www.bloomberglaw.com/product/tax/page/page_federal,"U.S. Income Portfolios and Estates, Gifts and Trusts Portfolios along with primary tax materials"
Taylor & Francis eBooks,http://libproxy.clemson.edu/login?url=https://www.taylorfrancis.com,"data, facts, figures, graphs, equations, illustrations, and charts for a range of engineering and science specialties"
Teacher Reference Center,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=trh",popular teacher and administrator journals and magazines; dates vary by publication. Access provided via Discus
Technology Collection,http://libproxy.clemson.edu/login?url=https://search.proquest.com/technology1?accountid=6167,"full text of international scholarly journals, trade and industry journals, magazines, technical reports, conference proceedings, and more; covers 1946-present"
Textile Technology Index,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=tdh",abstracting for 490+ periodicals; 1900-present
The Times Digital Archive,http://libproxy.clemson.edu/login?url=https://gdc.gale.com/gdc/artemis?p=TTDA&u=clemsonu_main,This includes the complete text of The Times of London from 1785-2019.
Theatre Performance & Design Collection (previously Theatre in Video),http://libproxy.clemson.edu/login?url=https://search.alexanderstreet.com/tpdc,"This is a comprehensive, international collection that covers all aspects of theater from production and design to performance, from the 17th century through to the present day, including, set design, lighting design, sound design, costume design, makeup, and more."
TigerPrints,http://tigerprints.clemson.edu/,the Clemson University Institutional Repository
Times Literary Supplement Historical Archive,http://biblio.clemson.edu/restricted_access/,"digitized, fully searchable archives of The Times Literary Supplement (TLS). Clemson user ID and password required for database password."
Top Science Fair Project Resources,http://www.all-science-fair-projects.com/resources.php,project descriptions and a science encyclopedia with easy-to-understand explanations of many scientific concepts
TOPICsearch,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=tth","full-text articles from international and regional newspapers, periodicals, biographies, public opinion polls, and more. Access provided via Discus"
Toxicology Abstracts,http://libproxy.clemson.edu/login?url=https://search.proquest.com/toxicologyabstracts?accountid=6167,"studies of industrial and agricultural chemicals, household products, pharmaceuticals, and other substances; 1981-present"
TOXLINE,http://libproxy.clemson.edu/login?url=https://search.proquest.com/toxline?accountid=6167,"index to articles and reports on chemicals, pharmaceuticals, pesticides, environmental pollutants, mutagens, and teratogens; 1996-present"
Trademark Electronic Search System (TESS),http://tess2.uspto.gov/bin/gate.exe?f=tess&state=4808:4ux8hw.1.1,current U.S. trademarks and a number of historic/expired trademarks
"Travel Writing, Spectacle and World History",http://libproxy.clemson.edu/login?url=https://www.travelwriting.amdigital.co.uk/,"This collection focuses on women's travel diaries and correspondence. From the everyday to the extraordinary, these rare diaries and the supporting correspondence describe the travel experiences, destinations and desires of nineteenth and twentieth century American women."
TreeGenes,https://treegenesdb.org/Drupal,forest tree genome databases and other related resources; formerly Dendrome (Forestry)
Treesearch,http://www.treesearch.fs.fed.us/,public-domain publications written or produced by U.S. Forest Service personnel
TRID,http://trid.trb.org/,records from the Transportation Research Information Services and International Transport Research Documentation databases
Turfgrass Information File (TGIF),http://libproxy.clemson.edu/login?url=https://tic.msu.edu/tgif/search,"journal and magazine articles, research reports, and conference proceedings plus extension bulletins, technical reports, scanned golf course plans, and some video interviews and photographs; 1921- present
Limit: 5 simultaneous users"
Twentieth Century American Poetry,http://libproxy.clemson.edu/login?url=http://collections.chadwyck.com/home/home_20ap.jsp,"more than 52,000 poems from 315+ poets published 1900-2000 (20th century)"
Twentieth Century North American Drama,http://libproxy.clemson.edu/login?url=https://search.alexanderstreet.com/NADR,"plays by U.S. and Canadian authors published from late 1800s - present plus information on productions, theaters, production companies and selected playbills, photographs and ephemera"
U.S. History in Context (Gale),http://libproxy.clemson.edu/login?url=https://go.gale.com/ps/start.do?p=UHIC&u=clemsonu_main,"includes primary sources, full-text journal articles, encyclopedia articles, and audio and video clips"
U.S. Marine Corps Film Repository,https://digital.library.sc.edu/marinecorps/watchthefilms/,This video library shows the work of the Marine Corps from the early 20th century through to the 1980s.
U.S. News & World Report Magazine Archive,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=rel","broad variety of topics in current events, politics, and business. Includes cover-to-cover access to United States Daily, 1926-1933, United States News, 1933-1948, World Report, 1946-1948, and U.S. News & World Report, 1948-1984."
Ullmann's Encyclopedia of Industrial Chemistry,http://libproxy.clemson.edu/login?url=http://onlinelibrary.wiley.com/book/10.1002/14356007,search the full text by keywords or phrase
Ulrichsweb,http://libproxy.clemson.edu/login?url=https://ulrichsweb.serialssolutions.com/,"online version of Ulrich’s Periodicals Directory with more than 380,000 serials and 970 subject areas; excellent for researching the quality of a publication, where to submit an article, or where a journal is indexed"
Union Label and the Needle Trades: Records of the United Garment Workers of America,http://libproxy.clemson.edu/login?url=http://go.galegroup.com/gdsc/i.do?id=6JIJ&v=2.1&u=clemsonu_main&it=aboutCollections&p=GDSC&sw=w%20b37635840,"two full series and one partial series from the Records of the United Garment Workers of America—Series I: Time and Motion Studies; Series III: Office Files, 1899-1994—Meeting Minutes of the General Executive Board subseries; and, Series VIII: Index Card Files for plants and/or locals in; 1899-1994"
Uniworld Online,http://libproxy.clemson.edu/login?url=https://uniworldonline.com/search,"Covers multinational companies with headquarters in over 200 Countries and 20,000 industries. Provides contact information for headquarters, subsidiaries, branches and executives of multinational firms. Companies solely operating domestically are not included."
UPSO Psychology eBook Collection,http://www.universitypressscholarship.com/page/pascal,University Press Scholarship Online (UPSO) collection sponsored by Oxford University Press
Urban Studies Abstracts,"http://libproxy.clemson.edu/login?url=http://search.ebscohost.com/login.aspx?authtype=ip,uid&profile=ehost&defaultdb=23h",index to 200+ core academic and policy journals; 1973-present
UrbanFootprint,https://urbanfootprint.com/,"This is an urban planning tool with comprehensive land use data and thousands of environmental, social, and mobility datasets.
Access is on a class-by-class basis due to the nature of the resource. Please contact the City Planning subject librarian to establish access for your class."
US Major Dailies,http://libproxy.clemson.edu/login?url=https://search.proquest.com/usmajordailies?accountid=6167,"full-text articles from Los Angeles Times, New York Times, New York Times Book Review, New York Times Magazine, Wall Street Journal (eastern edition), Washington Post, and Chicago Tribune; dates vary by newspaper
Access made possible with funding from the William J. Latimer Endowment"
